machine_id,cycle,temperature,vibration,pressure,rpm,voltage,humidity,failure
1,134,78.55,2.681,96.73,2924.5,218.55,53.94,0
1,135,76.11,4.084,97.38,2872.4,218.8,54.9,0
1,136,77.08,3.342,97.15,2897.2,221.66,57.36,0
1,137,79.8,3.401,98.04,2945.0,218.85,48.88,0
1,138,80.91,3.158,98.04,2866.3,219.2,57.15,0
1,139,83.29,3.39,94.35,2932.9,223.27,54.32,0
1,140,85.18,3.956,93.36,2925.0,217.39,53.74,0
1,141,80.25,3.673,98.19,2841.8,216.2,50.0,0
1,142,77.5,3.957,98.42,2936.7,218.62,55.99,0
1,143,75.28,3.999,95.06,2921.3,218.61,47.3,0
1,144,80.14,4.504,93.75,2889.9,216.64,56.55,0
1,145,78.05,3.697,96.64,2845.1,215.6,50.2,0
1,146,78.91,3.156,97.84,2838.6,222.25,54.9,0
1,147,78.58,4.454,99.09,2853.1,218.25,54.44,0
1,148,79.59,3.781,97.12,2905.4,216.1,58.38,0
1,149,82.07,4.531,95.74,2828.9,219.37,54.4,0
1,150,80.31,4.192,94.91,2896.9,217.28,52.92,0
1,151,79.75,3.961,96.22,2811.2,216.96,53.55,0
1,152,78.06,4.228,95.7,2861.4,218.56,58.95,0
1,153,76.85,5.056,94.58,2875.4,214.82,56.81,0
1,154,79.3,5.147,99.12,2990.5,218.07,54.11,0
1,155,80.23,4.17,98.67,2797.7,221.16,54.63,0
1,156,83.94,4.243,97.65,2938.4,218.23,50.71,0
1,157,80.74,4.729,94.51,2870.6,216.51,56.64,0
1,158,82.51,3.796,97.12,2881.9,216.21,50.27,0
1,159,79.62,4.414,96.75,2865.5,216.37,57.87,0
1,160,78.32,4.263,96.4,2880.0,216.65,56.07,0
1,161,78.83,4.461,97.55,2848.3,216.36,62.92,0
1,162,79.38,3.916,96.58,2926.9,218.92,52.53,0
1,163,85.16,3.567,96.68,2829.6,213.58,55.6,0
1,164,79.33,3.354,96.47,2907.2,218.74,61.37,0
1,165,82.73,3.861,95.97,2816.5,216.22,59.62,0
1,166,79.32,4.22,92.73,2843.9,217.69,54.03,0
1,167,83.06,4.332,95.48,2791.5,214.65,56.87,0
1,168,82.04,5.477,94.46,2866.0,219.52,56.28,0
1,169,81.03,5.092,93.32,2913.6,219.32,57.19,0
1,170,81.34,4.088,97.71,2835.6,218.71,54.33,0
1,171,80.19,4.773,97.72,2827.7,213.72,56.23,0
1,172,82.47,4.426,97.11,2779.9,218.37,51.78,0
1,173,80.74,4.518,95.39,2822.3,217.48,57.06,0
1,174,79.28,4.784,96.98,2752.2,213.43,58.08,0
1,175,79.25,5.032,94.91,2784.2,216.55,56.12,0
1,176,82.23,4.584,95.14,2839.3,217.29,52.04,0
1,177,85.12,5.317,93.14,2891.9,217.63,59.93,0
1,178,82.36,4.245,95.31,2964.4,216.83,58.13,0
1,179,81.88,4.851,94.75,2792.7,217.02,54.94,0
1,180,82.77,6.179,92.65,2891.8,219.35,56.36,0
1,181,84.89,5.024,94.46,2830.2,218.81,52.78,0
1,182,82.8,5.661,94.36,2808.4,210.59,54.28,0
1,183,81.62,5.023,97.11,2835.6,215.64,55.83,0
1,184,84.74,5.3,95.7,2815.0,215.91,61.21,0
1,185,83.46,5.014,94.31,2815.4,212.69,55.69,0
1,186,85.76,4.99,94.61,2787.4,216.34,59.61,0
1,187,83.14,4.719,94.24,2735.8,218.61,56.16,0
1,188,80.41,5.357,93.8,2726.5,213.9,58.6,0
1,189,80.2,4.749,92.42,2834.2,216.7,57.51,0
1,190,86.32,5.542,93.76,2785.6,214.16,60.64,0
1,191,86.55,5.785,92.8,2767.5,214.6,56.5,0
1,192,82.83,5.46,91.98,2795.6,218.86,53.47,0
1,193,82.51,5.168,94.56,2832.8,214.78,54.13,0
1,194,86.29,5.572,94.31,2799.9,216.74,56.77,0
1,195,81.24,5.226,90.98,2755.9,212.03,54.7,0
1,196,81.75,5.883,93.41,2847.9,219.46,59.77,0
1,197,84.91,4.534,95.03,2863.4,216.89,57.23,0
1,198,82.92,5.317,95.05,2806.9,215.28,65.84,0
1,199,83.79,4.525,94.94,2828.7,216.75,53.59,0
1,200,83.56,4.808,93.39,2839.9,212.74,59.5,0
1,201,84.65,6.273,92.0,2832.1,217.88,55.59,0
1,202,86.88,6.075,91.57,2804.0,214.82,57.59,0
1,203,84.34,5.303,93.65,2801.0,215.01,59.58,0
1,204,85.54,4.948,93.63,2794.8,214.39,52.27,0
1,205,80.24,4.253,94.93,2711.7,214.17,60.05,0
1,206,84.33,5.5,94.58,2799.3,216.67,65.14,0
1,207,82.84,7.019,92.66,2694.2,215.75,58.16,0
1,208,82.18,6.063,90.92,2719.9,216.5,60.39,0
1,209,82.95,5.603,92.24,2822.5,215.13,62.78,0
1,210,84.13,6.153,92.98,2797.0,216.13,59.31,0
1,211,86.73,5.177,92.28,2827.0,214.22,58.15,0
1,212,82.33,5.846,91.64,2736.7,219.47,53.16,0
1,213,85.14,6.083,92.82,2690.3,211.82,62.0,0
1,214,84.21,6.028,91.61,2733.6,217.43,59.84,0
1,215,84.62,6.504,91.35,2748.3,217.6,57.23,0
1,216,87.37,6.32,92.69,2744.7,213.11,60.75,0
1,217,86.54,6.52,91.55,2795.1,219.23,58.71,0
1,218,88.24,5.88,92.45,2717.9,216.71,58.98,0
1,219,85.35,6.712,92.42,2751.2,216.61,62.48,0
1,220,84.36,7.117,90.22,2681.7,214.68,56.74,0
1,221,85.41,5.856,91.14,2751.2,214.14,64.0,0
1,222,86.44,5.937,93.94,2726.4,214.11,56.76,0
1,223,86.4,7.088,89.97,2686.2,215.26,59.06,0
1,224,83.98,6.364,88.46,2709.5,217.23,66.92,0
1,225,86.43,7.202,88.77,2709.5,214.74,64.63,0
1,226,86.81,6.319,91.53,2702.7,212.5,61.64,0
1,227,91.49,7.308,91.46,2802.3,215.92,58.63,0
1,228,90.31,6.687,91.16,2706.3,216.07,59.96,0
1,229,84.95,6.791,93.08,2696.5,215.48,61.87,0
1,230,86.18,7.485,87.17,2601.2,215.61,61.87,0
1,231,83.93,6.562,91.7,2658.8,213.53,61.59,0
1,232,85.78,6.314,93.37,2687.8,212.16,61.87,0
1,233,87.7,6.601,89.26,2664.1,212.23,61.42,0
1,234,89.58,7.093,90.3,2764.9,210.65,57.84,0
1,235,85.81,6.126,89.67,2684.9,214.34,60.72,0
1,236,86.07,7.269,89.38,2755.0,213.64,65.12,0
1,237,83.19,6.723,90.15,2691.0,212.88,58.38,0
1,238,87.26,7.609,92.7,2687.2,207.79,62.02,0
1,239,85.57,5.88,93.24,2678.2,211.16,60.23,0
1,240,86.74,6.727,89.9,2680.2,215.84,63.13,0
1,241,86.15,6.32,93.18,2763.3,212.22,61.74,0
1,242,87.83,6.793,90.29,2558.7,214.21,67.45,0
1,243,84.61,7.373,92.79,2571.9,210.66,64.64,0
1,244,85.3,7.202,89.94,2642.1,216.26,59.29,0
1,245,92.6,7.209,90.19,2667.3,213.04,65.35,0
1,246,85.87,7.3,90.46,2698.3,213.86,61.12,0
1,247,86.36,7.525,94.6,2684.7,217.87,61.83,0
1,248,92.34,6.963,91.03,2639.1,216.2,64.61,0
1,249,94.59,7.865,88.61,2706.5,212.5,62.3,0
1,250,86.55,7.887,91.04,2704.3,211.87,66.57,0
1,251,88.26,7.793,88.96,2659.2,212.35,61.68,0
1,252,89.8,7.923,88.68,2695.3,213.96,62.26,0
1,253,92.68,7.838,90.69,2658.0,212.68,62.26,0
1,254,87.36,8.752,89.29,2613.5,212.04,62.64,0
1,255,88.96,7.736,89.58,2673.6,215.71,67.75,0
1,256,91.12,7.672,89.1,2641.4,212.49,66.45,0
1,257,90.55,7.494,89.5,2633.1,217.26,69.81,0
1,258,89.04,7.401,89.54,2703.8,212.79,71.59,0
1,259,89.64,7.341,85.91,2504.8,216.12,61.81,0
1,260,87.27,7.564,89.73,2553.6,213.2,65.23,0
1,261,89.66,8.02,87.17,2562.2,214.36,61.61,0
1,262,89.72,8.269,86.4,2600.5,210.92,62.92,0
1,263,90.84,8.174,88.38,2603.0,210.61,63.48,0
1,264,89.38,7.812,88.51,2537.4,213.18,62.32,0
1,265,91.55,8.692,87.26,2560.6,214.17,62.45,0
1,266,92.75,8.659,89.45,2563.9,212.22,65.29,0
1,267,91.15,8.257,86.11,2726.8,209.51,62.19,0
1,268,91.66,8.058,87.42,2691.1,209.3,68.49,0
1,269,91.19,8.706,87.06,2577.4,209.11,63.33,0
1,270,91.2,8.574,87.78,2576.8,208.36,74.63,1
1,271,89.88,7.804,88.18,2534.5,212.06,64.97,1
1,272,92.07,8.542,86.16,2493.6,214.03,66.66,1
1,273,91.37,8.756,88.66,2580.1,211.69,62.68,1
1,274,95.87,8.224,87.58,2533.0,207.14,71.8,1
1,275,94.95,8.817,84.56,2575.6,211.22,70.16,1
1,276,92.7,8.044,84.37,2496.8,211.21,67.82,1
1,277,90.52,9.488,87.19,2535.6,215.67,63.01,1
1,278,89.95,9.494,86.79,2578.1,208.5,67.81,1
1,279,94.68,8.793,86.87,2585.9,210.57,63.93,1
1,280,92.95,9.151,86.89,2585.3,214.7,71.81,1
1,281,93.51,7.814,87.18,2495.3,212.13,69.97,1
1,282,89.18,8.491,88.17,2600.9,212.29,67.96,1
1,283,94.65,8.972,84.99,2515.1,211.33,60.49,1
1,284,93.83,8.633,84.8,2583.6,211.7,64.97,1
1,285,90.83,9.577,84.82,2548.2,212.53,70.11,1
1,286,92.23,10.269,86.8,2476.8,209.29,71.82,1
1,287,93.83,8.733,88.14,2526.6,212.6,71.63,1
1,288,93.54,8.954,85.53,2557.5,208.04,63.66,1
1,289,92.98,9.542,82.33,2566.6,211.38,69.46,1
1,290,93.48,10.281,83.43,2525.7,211.01,71.74,1
1,291,93.31,8.916,84.64,2606.1,209.36,63.84,1
1,292,94.25,9.704,84.95,2576.7,210.48,68.92,1
1,293,97.02,10.542,85.08,2510.2,209.22,69.9,1
1,294,89.07,8.857,85.65,2557.3,208.25,68.31,1
1,295,93.87,9.095,85.03,2613.2,209.62,63.78,1
1,296,94.82,9.576,86.97,2611.3,208.06,68.49,1
1,297,95.19,9.581,84.28,2448.6,210.84,68.62,1
1,298,93.99,10.3,83.91,2460.3,207.83,69.29,1
1,299,91.35,10.068,85.82,2577.6,211.49,68.18,1
1,300,95.66,9.113,82.7,2447.1,207.64,68.67,1
2,1,74.92,2.128,99.33,3042.9,222.5,51.65,0
2,2,75.89,1.143,101.47,2944.4,221.37,56.19,0
2,3,74.39,1.644,100.42,3041.7,223.93,52.82,0
2,4,74.18,2.387,98.95,3059.2,216.9,52.93,0
2,5,75.19,1.862,98.7,3010.4,219.47,59.27,0
2,6,71.17,1.747,97.52,2991.0,219.07,51.56,0
2,7,75.96,2.705,100.43,3019.7,216.05,51.46,0
2,8,75.01,1.482,99.46,2856.6,222.11,52.13,0
2,9,75.1,1.608,96.43,3014.7,219.45,46.99,0
2,10,76.94,2.115,99.18,2993.8,221.47,48.69,0
2,11,71.12,2.206,98.63,2996.8,224.71,48.51,0
2,12,71.08,2.261,102.34,3034.5,219.28,51.97,0
2,13,75.59,2.471,97.42,2995.3,219.14,49.52,0
2,14,75.03,2.117,97.81,2941.9,220.22,50.46,0
2,15,75.39,2.265,101.63,2991.7,221.95,53.31,0
2,16,74.13,1.893,101.99,3002.0,218.84,52.65,0
2,17,76.39,2.057,98.83,3004.1,218.71,49.58,0
2,18,76.94,2.083,99.0,3006.3,222.08,48.06,0
2,19,76.05,2.14,100.86,3050.0,220.72,53.49,0
2,20,74.57,2.422,96.44,2943.5,215.87,52.41,0
2,21,70.88,2.317,97.13,3006.3,217.5,45.28,0
2,22,76.65,2.065,99.5,3061.8,222.95,49.17,0
2,23,77.56,1.642,102.24,2910.3,220.75,50.61,0
2,24,76.42,2.085,99.25,3005.8,218.41,52.46,0
2,25,73.38,2.042,100.05,2967.3,219.59,52.87,0
2,26,76.5,2.157,101.59,2977.7,219.95,51.0,0
2,27,76.88,3.168,103.04,2950.7,221.39,51.92,0
2,28,78.29,1.808,99.0,2987.2,217.2,50.37,0
2,29,73.43,2.286,99.83,3087.4,218.22,48.17,0
2,30,74.75,2.614,102.58,2931.8,220.45,49.42,0
2,31,76.71,2.134,97.56,2936.2,219.69,50.27,0
2,32,75.34,3.26,101.37,2929.2,221.03,50.12,0
2,33,73.01,1.908,98.29,3080.3,217.42,44.59,0
2,34,76.09,2.265,99.96,2970.5,220.59,49.06,0
2,35,76.43,1.709,99.43,2991.9,222.05,50.44,0
2,36,75.46,1.939,98.35,2972.7,220.83,49.44,0
2,37,75.74,2.246,98.3,2945.2,220.13,49.56,0
2,38,74.8,2.552,100.17,2980.2,219.65,51.78,0
2,39,78.29,2.295,101.24,3114.5,218.16,47.1,0
2,40,73.55,2.772,99.54,3060.7,219.68,45.47,0
2,41,74.2,2.102,99.83,2948.0,222.33,49.33,0
2,42,75.41,1.991,100.56,3022.6,219.57,52.68,0
2,43,77.17,3.516,98.23,2948.2,218.01,55.47,0
2,44,72.44,2.369,100.79,2900.4,218.8,52.78,0
2,45,72.83,1.82,100.89,3039.7,220.18,46.05,0
2,46,71.39,1.841,103.55,3046.2,219.02,49.77,0
2,47,75.56,1.725,99.07,3040.0,220.73,51.26,0
2,48,73.28,2.673,98.93,2963.7,220.79,51.04,0
2,49,74.76,2.031,100.75,2978.3,221.51,52.15,0
2,50,76.88,2.286,100.81,3023.6,222.57,47.8,0
2,51,74.29,2.199,98.76,3005.1,221.7,50.77,0
2,52,76.06,2.606,98.94,2965.3,217.83,51.86,0
2,53,75.03,1.826,100.34,2903.4,217.88,53.1,0
2,54,76.99,1.721,98.27,2989.5,219.52,48.23,0
2,55,76.62,2.381,98.88,3037.1,218.76,49.64,0
2,56,74.31,2.579,99.61,2922.7,217.37,42.59,0
2,57,75.38,2.455,100.95,3013.9,218.76,48.86,0
2,58,77.84,1.894,98.53,2997.9,218.68,49.17,0
2,59,76.56,2.648,96.66,3018.2,218.27,47.71,0
2,60,73.01,1.948,96.53,3023.6,218.97,51.3,0
2,61,77.14,2.07,97.49,2944.6,221.94,50.66,0
2,62,73.69,1.87,97.39,2897.8,219.97,44.08,0
2,63,78.71,3.003,99.11,2951.3,224.5,51.53,0
2,64,77.96,2.681,97.53,3021.7,219.89,48.13,0
2,65,76.52,2.678,98.24,2949.4,218.95,52.4,0
2,66,76.28,3.011,98.11,2941.1,219.52,47.12,0
2,67,75.58,3.805,98.59,2884.0,220.01,51.09,0
2,68,77.38,1.556,101.21,3061.9,220.36,50.18,0
2,69,75.32,2.054,100.2,3014.8,223.62,51.97,0
2,70,76.56,2.127,99.21,3011.3,217.76,51.46,0
2,71,77.86,2.023,98.47,3020.4,221.16,50.35,0
2,72,75.03,1.922,98.49,3000.0,219.84,46.54,0
2,73,74.95,2.324,99.6,2958.2,216.27,46.75,0
2,74,73.83,1.878,99.96,2961.4,220.93,49.47,0
2,75,74.12,2.668,97.7,2947.4,221.91,51.23,0
2,76,72.63,2.539,99.09,3099.6,217.64,49.46,0
2,77,77.78,2.768,95.96,2994.9,219.32,53.19,0
2,78,79.97,2.795,99.3,2943.0,215.87,50.51,0
2,79,79.24,2.856,100.1,2988.6,216.79,48.49,0
2,80,73.17,2.382,98.51,2913.9,221.38,50.59,0
2,81,77.91,3.644,101.63,3038.8,218.34,52.14,0
2,82,79.34,2.715,97.56,2929.6,217.04,52.47,0
2,83,75.62,1.681,99.18,2986.8,219.69,57.17,0
2,84,76.77,2.126,98.77,3014.1,218.17,49.56,0
2,85,72.59,1.772,98.65,2979.1,218.26,51.39,0
2,86,77.18,2.666,98.6,2963.6,220.66,52.92,0
2,87,74.55,2.612,98.9,2958.5,216.84,51.61,0
2,88,77.12,2.454,99.98,2954.2,217.33,50.22,0
2,89,73.64,3.71,100.75,2927.2,219.43,47.11,0
2,90,77.89,2.994,98.65,2932.5,221.04,50.27,0
2,91,78.89,3.099,99.84,3028.0,221.56,48.62,0
2,92,75.31,2.287,97.54,2947.6,217.73,46.7,0
2,93,74.65,2.269,99.71,2912.7,220.91,49.53,0
2,94,72.65,2.804,97.38,2925.1,217.45,48.82,0
2,95,76.47,2.889,100.13,3004.9,222.65,53.76,0
2,96,75.88,1.891,101.78,2982.6,216.71,53.85,0
2,97,73.99,2.746,98.25,2975.7,221.61,49.38,0
2,98,78.04,2.861,95.11,2933.8,217.62,51.35,0
2,99,76.28,2.764,97.54,2974.2,222.94,46.6,0
2,100,75.07,2.482,100.18,2912.3,220.07,50.74,0
2,101,76.16,2.637,99.13,2930.3,216.83,53.46,0
2,102,79.45,2.836,98.64,2990.7,217.8,54.79,0
2,103,78.56,2.988,99.74,2984.8,220.38,50.22,0
2,104,77.14,3.264,98.92,2890.8,220.9,55.56,0
2,105,78.69,3.52,99.99,2896.0,218.63,47.9,0
2,106,75.18,2.852,99.51,2943.0,218.84,48.75,0
2,107,77.61,2.79,100.37,3022.7,220.24,54.67,0
2,108,77.89,3.256,98.59,2839.4,218.97,57.61,0
2,109,76.7,3.362,99.38,2947.9,216.09,54.12,0
2,110,78.56,2.858,97.52,2864.0,217.03,52.57,0
2,111,76.18,3.49,97.04,2899.8,219.1,46.15,0
2,112,78.81,3.605,100.47,2912.1,221.04,46.72,0
2,113,78.94,3.781,98.2,2908.0,221.81,53.23,0
2,114,72.05,4.044,99.04,2901.1,220.12,51.81,0
2,115,80.32,2.742,97.98,2926.9,219.11,49.62,0
2,116,71.89,3.203,96.88,2898.5,220.0,53.19,0
2,117,76.81,3.222,97.73,2850.8,217.15,53.39,0
2,118,80.14,3.189,99.83,2961.6,218.15,55.93,0
2,119,77.51,2.934,98.47,2959.0,216.78,53.56,0
2,120,75.27,2.537,95.03,2962.2,215.9,56.89,0
2,121,76.07,3.348,97.24,2841.6,219.04,53.28,0
2,122,80.36,2.939,100.19,2932.3,218.72,52.96,0
2,123,74.52,3.388,97.16,2949.7,219.69,56.55,0
2,124,80.67,2.97,94.74,2863.0,219.38,50.48,0
2,125,78.36,2.839,100.24,2913.7,218.75,61.92,0
2,126,76.14,3.528,98.38,2906.0,219.35,54.65,0
2,127,77.42,3.509,97.21,3002.5,218.12,54.73,0
2,128,76.61,3.746,96.71,3005.2,219.01,55.22,0
2,129,80.43,4.572,98.85,2824.3,216.7,59.33,0
2,130,80.22,3.641,96.37,3030.8,218.86,56.13,0
2,131,75.38,3.768,98.86,2858.9,219.43,49.0,0
2,132,78.06,3.01,97.91,2952.2,216.72,58.08,0
2,133,77.2,2.929,97.42,2950.3,218.14,52.91,0
2,134,81.58,4.388,97.23,2850.5,216.76,54.31,0
2,135,76.35,3.158,96.7,2923.4,216.92,50.21,0
2,136,82.32,3.122,98.49,2891.9,215.7,55.69,0
2,137,79.1,3.649,95.57,2923.4,220.45,52.22,0
2,138,76.91,3.648,94.39,2905.7,220.02,54.53,0
2,139,77.94,3.266,97.7,2952.5,218.93,53.44,0
2,140,77.75,3.59,97.68,2894.9,221.77,60.13,0
2,141,76.87,4.382,97.41,2881.2,217.41,60.36,0
2,142,79.67,3.389,97.25,2942.8,223.82,54.62,0
2,143,77.09,3.121,96.11,2915.4,217.27,54.74,0
2,144,75.25,4.314,97.73,2921.4,218.21,53.49,0
2,145,78.91,4.115,96.43,2850.0,216.87,57.99,0
2,146,76.13,3.584,95.72,2829.3,218.38,53.75,0
2,147,78.3,3.13,95.93,2851.6,219.27,53.54,0
2,148,78.05,3.575,99.38,2847.3,217.34,57.8,0
2,149,78.19,3.946,93.7,2916.0,221.09,53.32,0
